stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest,discontinuedOperations
AOBC,2017-04-30,127854000.0,127854000.0,-17133000,523216000,694749000,903188000,63452000,-8581000.0,208439000,208439000,379972000,161295000.0,127854000,191306000.0,10238000.0,,,
AOBC,2016-04-30,93958000.0,93958000.0,-11750000,429096000,566065000,722908000,51135000,-10628000.0,156843000,156843000,293812000,126964000.0,93958000,145093000.0,10005000.0,,,
VZ,2019-12-31,19265000000.0,19788000000.0,-8788000000,54726000000,100347000000,131868000000,2945000000,-4730000000.0,31521000000,31521000000,77142000000,28939000000.0,19265000000,22733000000.0,,,1440000000.0,
VZ,2018-12-31,15528000000.0,16039000000.0,-11368000000,55205000000,99872000000,130863000000,3584000000,-4833000000.0,30991000000,30991000000,75658000000,27287000000.0,15528000000,19623000000.0,,,1565000000.0,
VZ,2017-12-31,30101000000.0,30550000000.0,-8079000000,53063000000,97361000000,126034000000,-9956000000,-4733000000.0,28673000000,28673000000,72971000000,27344000000.0,30101000000,20594000000.0,,,1591000000.0,
VZ,2016-12-31,13127000000.0,13608000000.0,-8854000000,52701000000,96140000000,125980000000,7378000000,-4376000000.0,29840000000,29840000000,73279000000,27511000000.0,13127000000,20986000000.0,,,1508000000.0,
FCX,2019-12-31,-242000000.0,-192000000.0,-362000000,11687000000,13722000000,14402000000,510000000,-552000000.0,680000000,680000000,2715000000,414000000.0,-239000000,318000000.0,,105000000.0,8150000000.0,3000000.0
FCX,2018-12-31,2598000000.0,2909000000.0,-726000000,11615000000,14002000000,18628000000,991000000,-575000000.0,4626000000,4626000000,7013000000,439000000.0,2602000000,3900000000.0,,89000000.0,8094000000.0,-15000000.0
FCX,2017-12-31,1813000000.0,2029000000.0,-1021000000,9939000000,12470000000,16403000000,883000000,-656000000.0,3933000000,3933000000,6464000000,480000000.0,1817000000,2912000000.0,,244000000.0,3319000000.0,62000000.0
FCX,2016-12-31,-4157000000.0,-3832000000.0,-4428000000,10681000000,13863000000,14830000000,371000000,-755000000.0,967000000,967000000,4149000000,575000000.0,-4154000000,-3461000000.0,,14000000.0,3206000000.0,-256000000.0
LLNW,2019-12-31,-16044000.0,-16044000.0,431000,99897000,216359000,200634000,750000,-76000.0,-15725000,-15725000,100737000,73863000.0,-16044000,-15294000.0,22534000.0,,,
LLNW,2018-12-31,9842000.0,9842000.0,12313000,85920000,197603000,195670000,538000,-86000.0,-1933000,-1933000,109750000,69018000.0,9842000,10380000.0,24075000.0,,,
LLNW,2017-12-31,-7630000.0,-7630000.0,-4652000,78423000,186912000,184360000,426000,-80000.0,-2552000,-2552000,105937000,62633000.0,-7630000,-7204000.0,25342000.0,,,
LLNW,2016-12-31,-73925000.0,-73925000.0,-62177000,78857000,179379000,168234000,603000,-918000.0,-11145000,-11145000,89377000,55703000.0,-73925000,-73322000.0,24335000.0,,,
ABUS,2019-12-31,-164872000.0,-153723000.0,-96134000,57601000,76256000,6011000,-12656000,-2108000.0,-70245000,-70245000,-51590000,16627000.0,-153723000,-166379000.0,57601000.0,,,
ABUS,2018-12-31,-67151000.0,-57060000.0,8830000,57934000,76117000,5945000,-4282000,-226000.0,-70172000,-70172000,-51989000,16002000.0,-57060000,-61342000.0,57601000.0,,,
ABUS,2017-12-31,-85324000.0,-84413000.0,-38601000,62676000,80832000,10700000,-24320000,-261000.0,-70132000,-70132000,-51976000,16129000.0,-84413000,-108733000.0,57601000.0,,,
ABUS,2016-12-31,-384164000.0,-384164000.0,-420874000,55253000,69783000,1491000,-105002000,-261000.0,-68292000,-68292000,-53762000,13438000.0,-384164000,-489166000.0,57601000.0,,,
DISCB,2019-12-31,1845000000.0,2213000000.0,-989000000,3752000000,7861000000,11144000000,81000000,-720000000.0,3283000000,3283000000,7392000000,2762000000.0,2069000000,2294000000.0,,,2075000000.0,
DISCB,2018-12-31,529000000.0,681000000.0,-1713000000,3910000000,7818000000,10553000000,341000000,-743000000.0,2735000000,2735000000,6643000000,2510000000.0,594000000,1022000000.0,,,2131000000.0,
DISCB,2017-12-31,-296000000.0,-313000000.0,-2367000000,2624000000,4643000000,6873000000,176000000,-458000000.0,2230000000,2230000000,4249000000,1689000000.0,-337000000,-137000000.0,,,413000000.0,
DISCB,2016-12-31,1055000000.0,1218000000.0,-451000000,2367000000,4375000000,6497000000,453000000,-353000000.0,2122000000,2122000000,4130000000,1690000000.0,1194000000,1671000000.0,,,243000000.0,
NVST,2019-12-31,217600000.0,217600000.0,-16500000,1235500000,2459600000,2751600000,57900000,-3500000.0,292000000,292000000,1516100000,1069400000.0,217600000,275500000.0,154700000.0,,2600000.0,
NVST,2018-12-31,230700000.0,230700000.0,-59700000,1234900000,2483700000,2844500000,70400000,-3500000.0,360800000,360800000,1609600000,1076800000.0,230700000,301100000.0,172000000.0,,3300000.0,
NVST,2017-12-31,301100000.0,301100000.0,-35800000,1183400000,2388400000,2810900000,85600000,-3500000.0,422500000,422500000,1627500000,1032600000.0,301100000,386700000.0,172400000.0,,4100000.0,
NVST,2016-12-31,272000000.0,272000000.0,-34400000,1172100000,2349300000,2785400000,129700000,-3500000.0,436100000,436100000,1613300000,1034400000.0,272000000,401700000.0,142800000.0,,4100000.0,
CDXS,2019-12-31,-11935000.0,-11935000.0,631000,49505000,81007000,68458000,17000,,-12549000,-12549000,18953000,31502000.0,-11935000,-11918000.0,,,,
CDXS,2018-12-31,-10878000.0,-10878000.0,380000,42598000,71889000,60594000,-37000,,-11295000,-11295000,17996000,29291000.0,-10878000,-10915000.0,,,,
CDXS,2017-12-31,-22996000.0,-22996000.0,55000,43986000,72994000,50024000,81000,,-22970000,-22970000,6038000,29008000.0,-22996000,-22915000.0,,,,
CDXS,2016-12-31,-8558000.0,-8558000.0,-34000,31982000,57401000,48837000,-40000,,-8564000,-8564000,16855000,25419000.0,-8558000,-8598000.0,,,,
CLCT,2019-06-30,9977000.0,9977000.0,-1086000,30153000,57242000,72453000,4148000,-180000.0,15211000,15211000,42300000,27089000.0,9977000,14125000.0,,,,
CLCT,2018-06-30,6236000.0,6132000.0,-982000,29471000,58575000,68449000,2760000,-133000.0,9874000,9874000,38978000,29104000.0,6236000,8892000.0,,,,
CLCT,2017-06-30,8509000.0,8516000.0,10000,26847000,56934000,70158000,4718000,-16000.0,13224000,13224000,43311000,30087000.0,8509000,13234000.0,,,,
CLCT,2016-06-30,7640000.0,7599000.0,-51000,22902000,48584000,60954000,4720000,-16000.0,12370000,12370000,38052000,25682000.0,7640000,12319000.0,,,,
ICHR,2019-12-27,10729000.0,10729000.0,-10702000,534473000,605860000,620837000,-6454000,-10647000.0,14977000,14977000,86364000,47270000.0,10729000,4275000.0,11102000.0,,,
ICHR,2018-12-28,57883000.0,57883000.0,-17285000,682635000,752107000,823611000,-3664000,-9987000.0,71504000,71504000,140976000,44748000.0,57883000,54219000.0,9355000.0,,,
ICHR,2017-12-29,56454000.0,56915000.0,-12813000,549901000,600050000,655892000,-13886000,-3277000.0,55842000,55842000,105991000,33370000.0,56454000,43029000.0,7899000.0,,,
ICHR,2016-12-30,1378000.0,20779000.0,-5241000,340352000,380376000,405747000,-649000,-4370000.0,25371000,25371000,65395000,26626000.0,16662000,20130000.0,6383000.0,,,
EMAN,2019-12-31,-4298000.0,-4298000.0,1273000,19998000,32297000,26726000,0,-201000.0,-5571000,-5571000,6728000,7251000.0,-4298000,-4298000.0,5048000.0,,,
EMAN,2018-12-31,-9542000.0,-9542000.0,-641000,19475000,35136000,26235000,0,-69000.0,-8901000,-8901000,6760000,8967000.0,-9542000,-9542000.0,6694000.0,,,
EMAN,2017-12-31,-7783000.0,-7783000.0,738000,16907000,30764000,22031000,-212000,-363000.0,-8733000,-8733000,5124000,8682000.0,-7783000,-7995000.0,5175000.0,,,
EMAN,2016-12-31,-8049000.0,-8049000.0,283000,14955000,29728000,21397000,1000,-30000.0,-8331000,-8331000,6442000,8411000.0,-8049000,-8048000.0,6362000.0,,,
DJCO,2019-09-30,-25216000.0,-25216000.0,-28061000,37257000,52070000,48655000,-6260000,-955000.0,-3415000,-3415000,11398000,14224000.0,-25216000,-31476000.0,,,,
DJCO,2018-09-30,8201000.0,8201000.0,1694000,36070000,53736000,40703000,-19540000,-746000.0,-13033000,-13033000,4633000,13988000.0,8201000,-11339000.0,,,,
DJCO,2017-09-30,-918000.0,-918000.0,4154000,33697000,53606000,41384000,-7150000,-522000.0,-12222000,-12222000,7687000,14323000.0,-918000,-8068000.0,,,,
DJCO,2016-09-30,-1043000.0,-1043000.0,3662000,28293000,48252000,41612000,-1935000,-484000.0,-6640000,-6640000,13319000,14250000.0,-1043000,-2978000.0,,,,
FCPT,2019-12-31,72616000.0,72939000.0,-25572000,21211000,61457000,160233000,265000,-26516000.0,98776000,98776000,139022000,13934000.0,72616000,73204000.0,,,5691000.0,
FCPT,2018-12-31,82398000.0,82929000.0,-5437000,19447000,55007000,143635000,262000,-19959000.0,88628000,88628000,124188000,13206000.0,82398000,83191000.0,,,7867000.0,
FCPT,2017-12-31,71394000.0,71892000.0,-8841000,18935000,52494000,133209000,-18000,-19469000.0,80715000,80715000,114274000,11976000.0,71394000,71874000.0,,,7781000.0,
FCPT,2016-12-31,156809000.0,156850000.0,1892000,17853000,49407000,124018000,-80347000,-14828000.0,74611000,74611000,106165000,10977000.0,156809000,76503000.0,,,5097000.0,
NLTX,2019-12-31,-69442000.0,-69442000.0,-44999000,0,24443000,0,0,-1000.0,-24443000,-24443000,0,18126000.0,-69442000,-69442000.0,6317000.0,,,
NLTX,2018-12-31,-31585000.0,-31585000.0,-9061000,0,47524000,25000000,0,-4000.0,-22524000,-22524000,25000000,14735000.0,-31585000,-31585000.0,32789000.0,,,
NLTX,2017-12-31,-50183000.0,-50183000.0,936000,0,51119000,0,0,-4000.0,-51119000,-51119000,0,14852000.0,-50183000,-50183000.0,36267000.0,,,
NLTX,2016-12-31,-37002000.0,-37002000.0,643000,0,37645000,0,0,-1000.0,-37645000,-37645000,0,9263000.0,-37002000,-37002000.0,28382000.0,,,
GALT,2019-12-31,-20179000.0,-13294000.0,144000,0,13438000,0,0,-87000.0,-13438000,-13438000,0,5971000.0,-13294000,-13294000.0,7467000.0,,,
GALT,2018-12-31,-15047000.0,-13900000.0,-298000,0,13602000,0,0,-336000.0,-13602000,-13602000,0,7131000.0,-13900000,-13900000.0,6471000.0,,,
GALT,2017-12-31,-17467000.0,-16235000.0,12000,0,16247000,0,0,-12000.0,-16247000,-16247000,0,4526000.0,-16235000,-16235000.0,11721000.0,,,
GALT,2016-12-31,-22350000.0,-21436000.0,45000,0,21481000,0,0,-12000.0,-21481000,-21481000,0,6156000.0,-21436000,-21436000.0,15325000.0,,,
SRRA,2019-12-31,-88275000.0,-88275000.0,-21443000,0,66992000,0,-160000,-900000.0,-66992000,-66992000,0,13743000.0,-88275000,-88435000.0,53249000.0,,,
SRRA,2018-12-31,-53335000.0,-53335000.0,1780000,0,55417000,0,-302000,-200000.0,-55417000,-55417000,0,14339000.0,-53335000,-53637000.0,41078000.0,,,
SRRA,2017-12-31,-42015000.0,-42015000.0,760000,0,42619000,0,156000,-200000.0,-42619000,-42619000,0,12462000.0,-42015000,-41859000.0,30157000.0,,,
SRRA,2016-12-31,-47867000.0,-47867000.0,-2365000,0,45359000,0,143000,-200000.0,-45359000,-45359000,0,13713000.0,-47867000,-47724000.0,31646000.0,,,
STXS,2019-12-31,-6020684.0,-4591284.0,235575,6136459,33729409,28902550,0,,-4826859,-4826859,22766091,18571547.0,-4591284,-4591284.0,9021403.0,,,
STXS,2018-12-31,-1317244.0,116756.0,2480313,5717179,31710174,29346617,0,,-2363557,-2363557,23629438,17867090.0,116756,116756.0,8125905.0,,,
STXS,2017-12-31,-7319669.0,-5887410.0,-45591,10754239,36985919,31144100,0,,-5841819,-5841819,20389861,19605258.0,-5887410,-5887410.0,6626422.0,,,
STXS,2016-12-31,-11800274.0,-5286720.0,1139637,7529333,38590473,32164116,0,,-6426357,-6426357,24634783,25573531.0,-5286720,-5286720.0,5487609.0,,,
DRADP,2019-12-31,-5223000.0,-4893000.0,-4014000,92070000,115439000,114185000,-375000,-1156000.0,-1254000,-1254000,22115000,21575000.0,-4627000,-5268000.0,,,,266000.0
DRADP,2018-12-31,736000.0,-3839000.0,-1838000,85909000,107742000,104180000,-1561000,-751000.0,-3562000,-3562000,18271000,20456000.0,736000,-5400000.0,,,,4575000.0
DRADP,2017-12-31,-35730000.0,-35036000.0,-3255000,83436000,108426000,104632000,27987000,-730000.0,-3794000,-3794000,21196000,23496000.0,-35730000,-7049000.0,,,,-694000.0
DRADP,2016-12-31,14302000.0,14302000.0,-3395000,89694000,120187000,125467000,-12417000,-1412000.0,5280000,5280000,35773000,28180000.0,14302000,1885000.0,,,,-694000.0
ONCT,2019-12-31,-34188000.0,-34188000.0,-19168000,10159000,17445000,2425000,0,,-15020000,-15020000,-7734000,7286000.0,-34188000,-34188000.0,10159000.0,,,
ONCT,2018-12-31,-6579000.0,-6579000.0,1007000,8287000,10107000,2521000,0,,-7586000,-7586000,-5766000,1820000.0,-6579000,-6579000.0,10159000.0,,,
ONCT,2017-12-31,-10436000.0,-10436000.0,124000,9363000,12234000,1674000,0,,-10560000,-10560000,-7689000,2871000.0,-10436000,-10436000.0,10159000.0,,,
GAN,2019-12-31,1788000.0,1788000.0,-1162000,11356000,26447000,29971000,574000,-127000.0,3524000,3524000,18615000,15091000.0,1788000,2362000.0,,,,
GAN,2018-12-31,-7702000.0,-7702000.0,-535000,11894000,22124000,14023000,-934000,-208000.0,-8101000,-8101000,2129000,10230000.0,-7702000,-8636000.0,,,,
GAN,2017-12-31,-3478000.0,-3478000.0,-323000,0,13013000,9120000,-738000,-122000.0,-3893000,-3893000,9120000,13013000.0,-3478000,-4216000.0,,,,
GAN,2016-12-31,-3759000.0,-3759000.0,-533000,0,12469000,7803000,-1440000,-122000.0,-4666000,-4666000,7803000,12469000.0,-3759000,-5199000.0,,,,
NDAQ,2019-12-31,774000000.0,774000000.0,-118000000,1727000000,3125000000,4262000000,245000000,-124000000.0,1137000000,1137000000,2535000000,1208000000.0,774000000,1019000000.0,,,,
NDAQ,2018-12-31,458000000.0,458000000.0,-17000000,1751000000,3196000000,4277000000,606000000,-150000000.0,1081000000,1081000000,2526000000,1235000000.0,458000000,1064000000.0,,,,
NDAQ,2017-12-31,729000000.0,729000000.0,-196000000,1537000000,2880000000,3948000000,143000000,-143000000.0,1068000000,1068000000,2411000000,1155000000.0,729000000,872000000.0,,,,
NDAQ,2016-12-31,106000000.0,106000000.0,-855000000,1428000000,2716000000,3704000000,27000000,-135000000.0,988000000,988000000,2276000000,1118000000.0,106000000,133000000.0,,,,
TDW,2019-12-31,-141743000.0,-141219000.0,-74325000,331996000,525719000,486549000,27724000,-29068000.0,-39170000,-39170000,154553000,91792000.0,-141743000,-113495000.0,,,1611000.0,
TDW,2018-12-31,-171517000.0,-171771000.0,-135448000,275110000,424591000,406520000,18252000,-30035000.0,-18071000,-18071000,131410000,91188000.0,-171517000,-153519000.0,,,1087000.0,
TDW,2017-12-31,-1781030000.0,-1772607000.0,-1698718000,326614000,562238000,490871000,2522000,-44921000.0,-71367000,-71367000,164257000,130248000.0,-1781030000,-1770085000.0,,,2215000.0,
TDW,2017-03-31,-660118000.0,-650011000.0,-528203000,371900000,717022000,601611000,6397000,-74444000.0,-115411000,-115411000,229711000,177831000.0,-660118000,-643614000.0,,,16141000.0,
SHOP,2019-12-31,-124842000.0,-124842000.0,45332000,712530000,1719320000,1578173000,29027000,,-141147000,-141147000,865643000,645082000.0,-124842000,-95815000.0,343919000.0,17789000.0,,
SHOP,2018-12-31,-64553000.0,-64553000.0,27367000,476962000,1165149000,1073229000,0,,-91920000,-91920000,596267000,454091000.0,-64553000,-64553000.0,226263000.0,7833000.0,,
SHOP,2017-12-31,-39995000.0,-39995000.0,9162000,293051000,722461000,673304000,0,,-49157000,-49157000,380253000,290775000.0,-39995000,-39995000.0,132775000.0,5860000.0,,
SHOP,2016-12-31,-35355000.0,-35355000.0,1810000,179835000,426495000,389330000,0,,-37165000,-37165000,209495000,171536000.0,-35355000,-35355000.0,73290000.0,1834000.0,,
MCHX,2019-12-31,-4042000.0,-4042000.0,1199000,56537000,113094000,106132000,-1721000,,-6962000,-6962000,49595000,30167000.0,-4042000,-5763000.0,20127000.0,,,
MCHX,2018-12-31,-2678000.0,-2678000.0,592000,47804000,88677000,85251000,-156000,,-3426000,-3426000,37447000,24669000.0,-2678000,-2834000.0,15423000.0,,,
MCHX,2017-12-31,-6442000.0,-6087000.0,-335000,49339000,95987000,90291000,42000,,-5696000,-5696000,40952000,28912000.0,-6087000,-6045000.0,17736000.0,,,
MCHX,2016-12-31,-84066000.0,-84066000.0,-64082000,76970000,149477000,129547000,54000,,-19930000,-19930000,52577000,44061000.0,-84066000,-84012000.0,28446000.0,,,
FBHS,2019-12-31,431900000.0,431300000.0,-165300000,3697800000,5024000000,5764600000,144000000,-94200000.0,740600000,740600000,2066800000,1284800000.0,431900000,575300000.0,,,1200000.0,
FBHS,2018-12-31,389600000.0,390000000.0,-162700000,3513600000,4785400000,5485100000,147000000,-74500000.0,699700000,699700000,1971500000,1235700000.0,389600000,537000000.0,,,1800000.0,
FBHS,2017-12-31,472600000.0,475300000.0,-86500000,3351100000,4562000000,5283300000,159500000,-49400000.0,721300000,721300000,1932200000,1179200000.0,472600000,634800000.0,,,1600000.0,
FBHS,2016-12-31,413200000.0,412400000.0,-70000000,3184300000,4332800000,4984900000,169700000,-49100000.0,652100000,652100000,1800600000,1120400000.0,413200000,582100000.0,,,1500000.0,
MTDR,2019-12-31,87777000.0,122982000.0,-76966000,225063000,727424000,962904000,35532000,-73873000.0,235480000,235480000,737841000,107465000.0,87777000,158514000.0,,44356000.0,135798000.0,
MTDR,2018-12-31,274207000.0,299764000.0,-71198000,142348000,408420000,771691000,-7691000,-41327000.0,363271000,363271000,629343000,69308000.0,274207000,292073000.0,,-68378000.0,90777000.0,
MTDR,2017-12-31,125867000.0,138007000.0,-30991000,138627000,378041000,538882000,-8157000,-34565000.0,160841000,160841000,400255000,66016000.0,125867000,129850000.0,,-4104000.0,100990000.0,
MTDR,2016-12-31,-97421000.0,-97057000.0,-79559000,88037000,298308000,279774000,-1036000,-28199000.0,-18534000,-18534000,191737000,55089000.0,-97421000,-98093000.0,,33134000.0,1320000.0,
BWA,2019-12-31,746000000.0,797000000.0,59000000,8067000000,8962000000,10168000000,468000000,-55000000.0,1206000000,1206000000,2101000000,484000000.0,746000000,1265000000.0,413000000.0,-2000000.0,138000000.0,
BWA,2018-12-31,931000000.0,985000000.0,-101000000,8300000000,9233000000,10530000000,211000000,-59000000.0,1297000000,1297000000,2230000000,497000000.0,931000000,1196000000.0,440000000.0,-4000000.0,119000000.0,
BWA,2017-12-31,440000000.0,483000000.0,-159000000,7684000000,8577000000,9799000000,580000000,-71000000.0,1222000000,1222000000,2115000000,485000000.0,440000000,1063000000.0,408000000.0,-4000000.0,109100000.0,
BWA,2016-12-31,595000000.0,636700000.0,-177100000,7142300000,7951200000,9071000000,306000000,-84600000.0,1119800000,1119800000,1928700000,813100000.0,595000000,942700000.0,408000000.0,-4200000.0,83600000.0,
VMW,2020-01-31,6412000000.0,6356000000.0,-82000000,1799000000,9291000000,10811000000,-4918000000,-149000000.0,1520000000,1520000000,9012000000,4970000000.0,6412000000,1438000000.0,2522000000.0,,,
VMW,2019-02-01,1650000000.0,1590000000.0,17000000,1552000000,7801000000,9613000000,239000000,-134000000.0,1812000000,1812000000,8061000000,4076000000.0,1650000000,1829000000.0,2173000000.0,,,
VMW,2018-02-02,437000000.0,425000000.0,10000000,1407000000,6769000000,8336000000,1152000000,-74000000.0,1567000000,1567000000,6929000000,3445000000.0,437000000,1577000000.0,1917000000.0,,,
VMW,2017-02-03,-60000000.0,-60000000.0,84000000,1116000000,6648000000,6144000000,-360000000,-24000000.0,-504000000,-504000000,5028000000,3732000000.0,-60000000,-420000000.0,1800000000.0,,,
NVMI,2019-12-31,35171000.0,35171000.0,3078000,103089000,188501000,224909000,4315000,,36408000,36408000,121820000,39146000.0,35171000,39486000.0,44508000.0,,,
NVMI,2018-12-31,54375000.0,54375000.0,2984000,105900000,190692000,251134000,9051000,,60442000,60442000,145234000,37582000.0,54375000,63426000.0,45451000.0,,,
NVMI,2017-12-31,46459000.0,46459000.0,2276000,90805000,164173000,221992000,13636000,,57819000,57819000,131187000,32654000.0,46459000,60095000.0,38956000.0,,,
NVMI,2016-12-31,9644000.0,9644000.0,-13559000,73848000,138962000,163903000,1738000,,24941000,24941000,90055000,28358000.0,9644000,11382000.0,34998000.0,,,
USLM,2019-12-31,26056000.0,26056000.0,1654000,99207000,129031000,158277000,4844000,-244000.0,29246000,29246000,59070000,11500000.0,26056000,30900000.0,,,,
USLM,2018-12-31,19685000.0,19685000.0,1566000,96558000,124433000,144435000,1883000,-243000.0,20002000,20002000,47877000,10484000.0,19685000,21568000.0,,,,
USLM,2017-12-31,27148000.0,27148000.0,716000,94124000,120617000,144844000,-2205000,-241000.0,24227000,24227000,50720000,10153000.0,27148000,24943000.0,,,,
USLM,2016-12-31,17754000.0,17754000.0,138000,90259000,115802000,139282000,5864000,-246000.0,23480000,23480000,49023000,9402000.0,17754000,23618000.0,,,,
VIACA,2019-12-31,3308000000.0,3301000000.0,-1122000000,17223000000,23398000000,27812000000,-9000000,-962000000.0,4414000000,4414000000,10589000000,5752000000.0,3308000000,3292000000.0,,,336000000.0,38000000.0
VIACA,2018-12-31,3455000000.0,3460000000.0,-1549000000,15917000000,21624000000,27250000000,617000000,-1030000000.0,5626000000,5626000000,11333000000,5274000000.0,3455000000,4077000000.0,,,293000000.0,32000000.0
VIACA,2017-12-31,2321000000.0,3320000000.0,-1233000000,15483000000,21178000000,26535000000,804000000,-1088000000.0,5357000000,5357000000,11052000000,5252000000.0,2321000000,4124000000.0,,,293000000.0,-947000000.0
VIACA,2016-12-31,1261000000.0,1552000000.0,-672000000,7956000000,10314000000,13166000000,628000000,-411000000.0,2852000000,2852000000,5210000000,2124000000.0,1261000000,2180000000.0,,,293000000.0,-291000000.0
NL,2019-12-31,25844000.0,28035000.0,20894000,85280000,116523000,124243000,579000,-681000.0,7720000,7720000,38963000,31263000.0,25844000,28614000.0,,-20000.0,22707000.0,
NL,2018-12-31,-41017000.0,-39013000.0,-60495000,79946000,112096000,118217000,-15361000,-37000.0,6121000,6121000,38271000,32794000.0,-41017000,-54374000.0,,-644000.0,19443000.0,
NL,2017-12-31,116100000.0,117826000.0,107900000,77210000,107743000,112035000,-5634000,-30000.0,4292000,4292000,34825000,30703000.0,116100000,112192000.0,,-170000.0,17756000.0,
NL,2016-12-31,15325000.0,16693000.0,11842000,73753000,106846000,108920000,-2777000,-4000.0,2074000,2074000,35167000,33102000.0,15325000,13916000.0,,-9000.0,16350000.0,
TYME,2020-03-31,-22000556.0,-22000556.0,3759816,0,25760372,0,0,-114243.0,-25760372,-25760372,0,12804493.0,-22000556,-22000556.0,12955879.0,,,
TYME,2019-03-31,-32983115.0,-32983115.0,-3677469,0,29305646,0,0,-7415.0,-29305646,-29305646,0,14586165.0,-32983115,-32983115.0,14719481.0,,,
TYME,2018-03-31,-18969493.0,-18969493.0,390385,0,19359878,0,0,-7415.0,-19359878,-19359878,0,10520217.0,-18969493,-18969493.0,8839661.0,,,
TYME,2017-03-31,-15206781.0,-15206781.0,0,0,15206781,0,0,-7415.0,-15206781,-15206781,0,9095194.0,-15206781,-15206781.0,6111587.0,,,
PTLA,2019-12-31,-290663000.0,-292876000.0,-52194000,138403000,357322000,116640000,0,-31290000.0,-240682000,-240682000,-21763000,218919000.0,-290663000,-292876000.0,,,,
PTLA,2018-12-31,-350223000.0,-350544000.0,-16824000,234286000,385450000,40130000,0,-18740000.0,-345320000,-345320000,-194156000,151164000.0,-350223000,-350544000.0,,,,
PTLA,2017-12-31,-286090000.0,-285620000.0,-12941000,204116000,295225000,22546000,0,-11603000.0,-272679000,-272679000,-181570000,91109000.0,-286090000,-285620000.0,,,,
PTLA,2016-12-31,-269043000.0,-268113000.0,1472000,246854000,305089000,35504000,0,-61000.0,-269585000,-269585000,-211350000,58235000.0,-269043000,-268113000.0,,,,
ISEE,2019-12-31,-58859000.0,-58859000.0,2302000,39644000,61272000,0,-111000,,-61272000,-61272000,-39644000,21628000.0,-58859000,-58970000.0,,,,
ISEE,2018-12-31,63087000.0,63087000.0,120473000,34837000,58449000,0,-1063000,,-58449000,-58449000,-34837000,23612000.0,63087000,62024000.0,,,,
ISEE,2017-12-31,114205000.0,114205000.0,-5012000,66289000,95472000,209977000,-4712000,,114505000,114505000,143688000,29183000.0,114205000,109493000.0,,,,
ISEE,2016-12-31,-193420000.0,-193420000.0,1738000,196295000,246473000,50909000,-406000,,-195564000,-195564000,-145386000,50178000.0,-193420000,-193826000.0,,,,
CRNT,2019-12-31,-2344000.0,-2344000.0,-8062000,188741000,277389000,285583000,2476000,,8194000,8194000,96842000,61855000.0,-2344000,132000.0,26793000.0,,,
CRNT,2018-12-31,23046000.0,23046000.0,-5735000,227705000,317874000,343874000,-3251000,,26000000,26000000,116169000,61989000.0,23046000,19795000.0,28180000.0,,,
CRNT,2017-12-31,15560000.0,15560000.0,-4144000,224698000,308886000,332033000,1697000,,23147000,23147000,107335000,58485000.0,15560000,17257000.0,25703000.0,,,
CRNT,2016-12-31,11429000.0,11429000.0,-4382000,194479000,276069000,293641000,1761000,,17572000,17572000,99162000,59895000.0,11429000,13190000.0,21695000.0,,,
NVG,2019-10-31,506769234.0,506769234.0,308841609,0,45177899,243105524,0,-39720049.0,197927625,197927625,243105524,45177899.0,506769234,506769234.0,,,,
NVG,2018-10-31,-14478888.0,-14478888.0,-212660859,0,43834830,242016801,0,-28465796.0,198181971,198181971,242016801,43834830.0,-14478888,-14478888.0,,,,
NVG,2017-10-31,132686192.0,132686192.0,-60507954,0,43043740,236237886,0,-17563843.0,193194146,193194146,236237886,43043740.0,132686192,132686192.0,,,,
NVG,2016-10-31,101152774.0,101152774.0,-14013181,0,26015060,141181015,0,-11961565.0,115165955,115165955,141181015,26015060.0,101152774,101152774.0,,,,
MFNC,2019-12-31,13850000.0,13850000.0,-282000,0,41483000,59475000,3860000,,17992000,0,59475000,36403000.0,13850000,17710000.0,,5080000.0,,
MFNC,2018-12-31,8367000.0,8367000.0,-3833000,0,36467000,50893000,2226000,,14426000,0,50893000,31961000.0,8367000,10593000.0,,4506000.0,,
MFNC,2017-12-31,5479000.0,5479000.0,-1169000,0,29167000,41354000,5539000,,12187000,0,41354000,25689000.0,5479000,11018000.0,,3478000.0,,
MFNC,2016-12-31,4483000.0,4483000.0,-3791000,0,26094000,36651000,2283000,,10557000,0,36651000,22991000.0,4483000,6766000.0,,3103000.0,,
LSI,2019-12-31,258699000.0,260077000.0,28946000,195522000,348174000,579305000,0,-76430000.0,231131000,231131000,383783000,46622000.0,258699000,260077000.0,,,26307000.0,
LSI,2018-12-31,206590000.0,207558000.0,-16643000,183019000,330771000,554972000,0,-70672000.0,224201000,224201000,371953000,48322000.0,206590000,207558000.0,,,23716000.0,
LSI,2017-12-31,96365000.0,96809000.0,-82058000,180881000,354197000,533064000,0,-74362000.0,178867000,178867000,352183000,50031000.0,96365000,96809000.0,,,19373000.0,
LSI,2016-12-31,85225000.0,84956000.0,-78069000,151264000,303248000,466273000,0,-54504000.0,163025000,163025000,315009000,43103000.0,85225000,84956000.0,,,18091000.0,
