stock,endDate,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments
HELE,2019-02-28,-26385000.0,30660000.0,,-5812000.0,-50828000.0,,,29927000.0,195303000.0,,-217493000.0,-8867000.0,168545000,6262000.0,-178923000.0,29900000.0,-25247000.0,14219000,8670000.0,
HELE,2018-02-28,-13605000.0,143196000.0,,-44921000.0,29366000.0,,,33730000.0,224207000.0,,-73053000.0,-2349000.0,44446000,-4818000.0,-262190000.0,-197000000.0,35634000.0,23689000,7863000.0,
HELE,2017-02-28,-15507000.0,31367000.0,,-4721000.0,17161000.0,,,36175000.0,228501000.0,,-75595000.0,-202713000.0,140689000,4301000.0,-201360000.0,-133200000.0,-229854000.0,6299000,9734000.0,
ISBC,2019-12-31,-11761000.0,48941000.0,271897000.0,,,-122163000.0,-14438000.0,38707000.0,160654000.0,,-475946000.0,-21976000.0,195484000,-120666000.0,64844000.0,390242000.0,-247474000.0,0,814000.0,-129469000.0
ISBC,2018-12-31,-14305000.0,82081000.0,248155000.0,,,-113186000.0,-80294000.0,19078000.0,275575000.0,,-258175000.0,-421503000.0,202576000,-23514000.0,856685000.0,974148000.0,-1553763000.0,0,5743000.0,80972000.0
ISBC,2017-12-31,-20235000.0,181406000.0,2075321000.0,,,-101550000.0,15578000.0,19848000.0,302410000.0,,-59090000.0,454216000.0,126744000,-18702000.0,1839104000.0,-84718000.0,-1687298000.0,0,9141000.0,-388291000.0
ISBC,2016-12-31,-21088000.0,29729000.0,1214307000.0,,,-82291000.0,-59212000.0,19071000.0,227136000.0,,-363410000.0,15274000.0,192125000,-6383000.0,2086084000.0,1283161000.0,-2297946000.0,0,34317000.0,-295998000.0
YRCW,2019-12-31,-143200000.0,-125600000.0,-12700000.0,7100000.0,,,,320400000.0,21500000.0,,-900000.0,-118400000.0,-104000000,-61600000.0,-22600000.0,-9000000.0,-117300000.0,-14800000,,
YRCW,2018-12-31,-145400000.0,14200000.0,-12700000.0,16600000.0,,,,147700000.0,224800000.0,,-2000000.0,81900000.0,20200000,20000000.0,-33900000.0,-31900000.0,-109000000.0,6100000,,
YRCW,2017-12-31,-103300000.0,29000000.0,-14500000.0,-38600000.0,,,,147700000.0,60700000.0,,-2400000.0,-130000000.0,-10800000,-77500000.0,-96200000.0,-79300000.0,-94500000.0,10900000,,
YRCW,2016-12-31,-100600000.0,12100000.0,-1800000.0,-21000000.0,,,,159800000.0,103800000.0,,-700000.0,-20300000.0,21500000,-67500000.0,-73200000.0,-70700000.0,-50900000.0,-1100000,,
VHC,2019-12-31,-14000.0,3711000.0,-326000.0,1000.0,,,,7000.0,-15080000.0,,-145000.0,-4476000.0,-19180000,481000.0,11210000.0,,-606000.0,296000,11681000.0,-592000.0
VHC,2018-12-31,-14000.0,4055000.0,-785000.0,-6000.0,,,,18000.0,-22298000.0,,-43000.0,4476000.0,-25406000,-1598000.0,27144000.0,,-370000.0,636000,27972000.0,-370000.0
VHC,2017-12-31,-14000.0,3986000.0,-113000.0,-6000.0,,,,26000.0,-14944000.0,,-42000.0,-3492000.0,-17278000,1217000.0,3657000.0,,7795000.0,-2892000,3812000.0,7795000.0
VHC,2016-12-31,-13000.0,5398000.0,-594000.0,-6000.0,,,,28000.0,-21922000.0,,-93000.0,-2099000.0,-28569000,672000.0,19123000.0,,700000.0,523000,19810000.0,713000.0
ARL,2019-12-31,,1663000.0,-8040000.0,-52601000.0,,,-1679000.0,13379000.0,-40641000.0,,,-23304000.0,-15958000,10667000.0,21042000.0,29082000.0,-3705000.0,0,,6504000.0
ARL,2018-12-31,,-176449000.0,-14257000.0,-48386000.0,,,-10260000.0,22670000.0,-172332000.0,,,18077000.0,173699000,-151854000.0,42784000.0,57942000.0,147625000.0,0,,236752000.0
ARL,2017-12-31,,-17242000.0,-10486000.0,-13877000.0,,,14492000.0,25679000.0,-30126000.0,,,32617000.0,-8431000,-20817000.0,152771000.0,164362000.0,-90028000.0,0,,-267000.0
ARL,2016-12-31,,-18513000.0,841000.0,987000.0,,,-5171000.0,23785000.0,10134000.0,,,-5022000.0,-2732000,2250000.0,45944000.0,46204000.0,-61100000.0,0,,2278000.0
SFL,2019-12-31,-39326000.0,25534000.0,-44376000.0,-1608000.0,613000.0,-150659000.0,-211065000.0,116381000.0,249707000.0,,,-9378000.0,89177000,4619000.0,-89204000.0,105831000.0,-169881000.0,1500000,,80510000.0
SFL,2018-12-31,-1137703000.0,6261000.0,-8257000.0,9607000.0,-3423000.0,-149261000.0,32675000.0,104079000.0,200975000.0,,,59342000.0,73622000,-3427000.0,724931000.0,882449000.0,-866564000.0,2370000,,8514000.0
SFL,2017-12-31,-81664000.0,-24308000.0,-31740000.0,-9034000.0,-42000.0,-152907000.0,32675000.0,88150000.0,177796000.0,,,90670000.0,101209000,13550000.0,-135488000.0,49071000.0,48362000.0,-742000,,23306000.0
SFL,2016-12-31,-188142000.0,-19473000.0,-5099000.0,-1492000.0,-27000.0,-168289000.0,32675000.0,94293000.0,230073000.0,,,-7793000.0,146406000,-1000000.0,-277265000.0,-104200000.0,39399000.0,394000,,168029000.0
FULT,2019-12-31,-33717000.0,59956000.0,1017754000.0,,,-92330000.0,-18139000.0,36479000.0,127713000.0,,-111457000.0,72104000.0,226339000,-195903000.0,837737000.0,17408000.0,-893346000.0,0,6362000.0,-128268000.0
FULT,2018-12-31,-39883000.0,84765000.0,578627000.0,,,-89654000.0,-18522000.0,34002000.0,296820000.0,,-95308000.0,43591000.0,208393000,-31153000.0,487488000.0,87088000.0,-740717000.0,0,6735000.0,-234463000.0
FULT,2017-12-31,-33092000.0,104433000.0,784668000.0,,,-80368000.0,-3272000.0,28096000.0,287758000.0,,-95308000.0,49570000.0,171753000,-17369000.0,897143000.0,184305000.0,-1135331000.0,0,8538000.0,-11446000.0
FULT,2016-12-31,-19674000.0,49879000.0,881511000.0,,,-69382000.0,4727000.0,27403000.0,226073000.0,,-18545000.0,21106000.0,161625000,-9924000.0,832649000.0,22898000.0,-1037616000.0,0,16167000.0,-148730000.0
STX,2019-06-28,-602000000.0,-685000000.0,,204000000.0,80000000.0,-713000000.0,29000000.0,541000000.0,1761000000.0,-1000000.0,-994000000.0,394000000.0,2012000000,-123000000.0,-2212000000.0,-574000000.0,846000000.0,-268000000,69000000.0,1275000000.0
STX,2018-06-29,-366000000.0,294000000.0,,16000000.0,-71000000.0,-726000000.0,-14000000.0,598000000.0,2113000000.0,-1000000.0,-384000000.0,-686000000.0,1182000000,29000000.0,-1211000000.0,-214000000.0,-1588000000.0,65000000,113000000.0,-1279000000.0
STX,2017-06-30,-434000000.0,209000000.0,,122000000.0,-114000000.0,-561000000.0,6000000.0,749000000.0,1916000000.0,-1000000.0,-487000000.0,1411000000.0,772000000,57000000.0,-46000000.0,916000000.0,-459000000.0,121000000,86000000.0,-31000000.0
STX,2016-07-01,-587000000.0,153000000.0,,464000000.0,145000000.0,-727000000.0,10000000.0,815000000.0,1680000000.0,-3000000.0,-1146000000.0,-1354000000.0,248000000,-121000000.0,-1820000000.0,-22000000.0,-1211000000.0,-24000000,79000000.0,-31000000.0
NSYS,2019-12-31,-719000.0,800000.0,,185000.0,2344000.0,,,2221000.0,997000.0,-1000.0,-130000.0,-287000.0,-1228000,-46000.0,-525000.0,-402000.0,-758000.0,-3680000,7000.0,
NSYS,2018-12-31,-1400000.0,408000.0,,-2746000.0,-3875000.0,,,2189000.0,2444000.0,3000.0,-276000.0,168000.0,166000,350000.0,-889000.0,-613000.0,-1390000.0,6028000,7000.0,
NSYS,2017-12-31,-813000.0,41000.0,,578000.0,1956000.0,,,2501000.0,806000.0,1000.0,-30000.0,511000.0,-2446000,283000.0,-38000.0,417000.0,-258000.0,-2115000,7000.0,
NSYS,2016-12-31,-1956208.0,-43228.0,,504474.0,-412885.0,,,2295637.0,3534125.0,75905.0,-30000.0,267317.0,43774,233038.0,-1389505.0,-1369178.0,-1953208.0,817227,4822.0,
PWOD,2019-12-31,-2706000.0,-5651000.0,104102000.0,,,-8876000.0,5806000.0,2344000.0,14050000.0,,,-18153000.0,15672000,,-50678000.0,-145993000.0,18475000.0,814000,89000.0,-8932000.0
PWOD,2018-12-31,-2005000.0,75000.0,73583000.0,,,-8818000.0,-5115000.0,2103000.0,17270000.0,,,39499000.0,14704000,,199951000.0,135089000.0,-177722000.0,-324000,97000.0,-30826000.0
PWOD,2017-12-31,-4999000.0,3182000.0,51106000.0,,,-8837000.0,-3407000.0,1995000.0,17693000.0,,,-16428000.0,9773000,,112983000.0,72479000.0,-147104000.0,1769000,116000.0,14106000.0
PWOD,2016-12-31,-4061000.0,-1105000.0,63334000.0,,,-8903000.0,814000.0,1944000.0,16113000.0,,,20875000.0,12475000,,15534000.0,-38424000.0,-10772000.0,1543000,101000.0,42065000.0
RLGY,2019-12-31,-108000000.0,385000000.0,-65000000.0,5000000.0,,-31000000.0,-7000000.0,169000000.0,371000000.0,,-26000000.0,28000000.0,-188000000,1000000.0,-215000000.0,-93000000.0,-128000000.0,-11000000,,-12000000.0
RLGY,2018-12-31,-92000000.0,122000000.0,-29000000.0,7000000.0,,-45000000.0,-2000000.0,164000000.0,394000000.0,,-412000000.0,4000000.0,137000000,-8000000.0,-297000000.0,188000000.0,-91000000.0,-43000000,,4000000.0
RLGY,2017-12-31,-90000000.0,80000000.0,-66000000.0,-2000000.0,,-49000000.0,6000000.0,166000000.0,667000000.0,,-291000000.0,-47000000.0,431000000,-20000000.0,-570000000.0,-172000000.0,-146000000.0,-4000000,,-44000000.0
RLGY,2016-12-31,-87000000.0,173000000.0,-75000000.0,-10000000.0,,-26000000.0,-9000000.0,202000000.0,586000000.0,,-201000000.0,-142000000.0,213000000,9000000.0,-534000000.0,-234000000.0,-191000000.0,-17000000,,-44000000.0
FFWM,2019-12-31,-2229000.0,-6011000.0,338293000.0,,,-8927000.0,643000.0,6605000.0,60437000.0,,-23000.0,-1925000.0,56239000,-2325000.0,364677000.0,35000000.0,-427039000.0,5929000,334000.0,-198329000.0
FFWM,2018-12-31,-2710000.0,1295000.0,611856000.0,,,-8927000.0,2551000.0,5870000.0,50981000.0,,-497000.0,-53082000.0,42958000,-3578000.0,575487000.0,-49570000.0,-679550000.0,4436000,13698000.0,-274338000.0
FFWM,2017-12-31,-2235000.0,1392000.0,605171000.0,,,-8927000.0,16500000.0,3333000.0,37872000.0,,-497000.0,-477552000.0,27582000,-1541000.0,53557000.0,-580000000.0,-568981000.0,7106000,28386000.0,106429000.0
FFWM,2016-12-31,-5935000.0,-3402000.0,904619000.0,,,-8927000.0,-12258000.0,2281000.0,19770000.0,,-497000.0,382198000.0,23303000,-2089000.0,1362886000.0,454000000.0,-1000458000.0,-323000,4267000.0,49660000.0
CTSH,2019-12-31,-392000000.0,30000000.0,,37000000.0,,-453000000.0,,504000000.0,2499000000.0,-34000000.0,-2247000000.0,1484000000.0,1842000000,,-2569000000.0,-28000000.0,1588000000.0,64000000,159000000.0,2597000000.0
CTSH,2018-12-31,-377000000.0,400000000.0,,-365000000.0,,-468000000.0,,484000000.0,2592000000.0,-36000000.0,-1261000000.0,-764000000.0,2101000000,,-1693000000.0,-141000000.0,-1627000000.0,-90000000,181000000.0,-139000000.0
CTSH,2017-12-31,-284000000.0,274000000.0,,-249000000.0,,-265000000.0,,443000000.0,2407000000.0,51000000.0,-1889000000.0,-109000000.0,1504000000,,-1985000000.0,-20000000.0,-582000000.0,34000000,189000000.0,-82000000.0
CTSH,2016-12-31,-300000000.0,184000000.0,,-330000000.0,,-265000000.0,,379000000.0,1645000000.0,-30000000.0,-512000000.0,-91000000.0,1553000000,,-743000000.0,-407000000.0,-963000000.0,-32000000,176000000.0,-329000000.0
IMVT,2019-03-31,-51812.0,1492797.0,-521197.0,,,,,10240.0,-28547577.0,,,6985089.0,-28599424,-473973.0,35584478.0,,-51812.0,-928341,36105675.0,
IMVT,2018-03-31,-51812.0,2456408.0,-521197.0,,,,,10240.0,-128297300.0,,,6985089.0,-136740568,1443400.0,128297300.0,,-51812.0,4543460,128297300.0,
GT,2019-12-31,-770000000.0,434000000.0,-41000000.0,71000000.0,6000000.0,-148000000.0,-35000000.0,780000000.0,1207000000.0,1000000.0,,101000000.0,-311000000,207000000.0,-307000000.0,-119000000.0,-800000000.0,5000000,1000000.0,-7000000.0
GT,2018-12-31,-811000000.0,-305000000.0,-24000000.0,-172000000.0,-171000000.0,-138000000.0,-58000000.0,774000000.0,916000000.0,-43000000.0,,-237000000.0,693000000,-141000000.0,-243000000.0,135000000.0,-867000000.0,223000000,4000000.0,-7000000.0
GT,2017-12-31,-881000000.0,321000000.0,-48000000.0,-147000000.0,-44000000.0,-110000000.0,-10000000.0,741000000.0,1158000000.0,57000000.0,,-79000000.0,346000000,-165000000.0,-415000000.0,129000000.0,-879000000.0,85000000,14000000.0,-7000000.0
GT,2016-12-31,-996000000.0,-168000000.0,-51000000.0,211000000.0,-172000000.0,-82000000.0,-6000000.0,707000000.0,1557000000.0,-15000000.0,,-313000000.0,1264000000,-158000000.0,-876000000.0,-256000000.0,-979000000.0,-156000000,13000000.0,-12000000.0
HYT,2019-12-31,,-426749112.0,,-600132.0,,-112319322.0,,,-249833928.0,49839.0,,-1753401.0,174581760,2933556.0,248030688.0,360350010.0,,0,,
HYT,2019-08-31,,202123217.0,,1810920.0,,-106535219.0,,,293692310.0,-7204.0,,-351961.0,90752936,-994763.0,-294037067.0,-160278468.0,,0,,
HYT,2018-12-31,,202123217.0,,1810920.0,,-106535219.0,,,293692310.0,-7204.0,,-351961.0,90752936,-994763.0,-294037067.0,-160278468.0,,0,,
HYT,2018-08-31,,63612885.0,,1036785.0,,-106290642.0,,,128588266.0,764.0,,987827.0,63349003,589593.0,-127601203.0,-1838202.0,,0,,
ADS,2019-12-31,-142300000.0,982100000.0,237100000.0,4100000.0,,-127400000.0,-5000000.0,136800000.0,1217700000.0,3600000.0,-976100000.0,-9600000.0,278000000,-13900000.0,-4091700000.0,-3237700000.0,2860800000.0,-252100000,12400000.0,39800000.0
ADS,2018-12-31,-199800000.0,1735100000.0,807000000.0,-93000000.0,,-125200000.0,-34000000.0,154100000.0,2754900000.0,-12000000.0,-443200000.0,-347000000.0,963100000,20000000.0,-1217900000.0,-1474100000.0,-1872000000.0,-111200000,17600000.0,-42100000.0
ADS,2017-12-31,-225400000.0,1494200000.0,2448200000.0,-10300000.0,,-115500000.0,-235700000.0,155000000.0,2599100000.0,10300000.0,-553700000.0,2346200000.0,788700000,-45800000.0,4004900000.0,2207500000.0,-4268100000.0,140400000,18400000.0,-58900000.0
ADS,2016-12-31,-207000000.0,1412200000.0,2372500000.0,-95600000.0,,-30000000.0,-77800000.0,407200000.0,2127200000.0,14000000.0,-798800000.0,487100000.0,515800000,-19700000.0,2637400000.0,1075300000.0,-4291500000.0,-232300000,18400000.0,20800000.0
STBA,2019-12-31,-5153000.0,18788000.0,395395000.0,,,-37360000.0,6615000.0,5763000.0,138423000.0,,-19137000.0,42334000.0,98234000,19406000.0,114467000.0,-224431000.0,-210556000.0,0,,22373000.0
STBA,2018-12-31,-4172000.0,-390000.0,238501000.0,,,-34539000.0,-165000.0,4599000.0,128017000.0,,-12913000.0,38337000.0,105334000,20109000.0,112284000.0,-78765000.0,-201964000.0,0,,-2764000.0
STBA,2017-12-31,-4694000.0,28851000.0,193186000.0,,,-28569000.0,2547000.0,2498000.0,114236000.0,,-689000.0,-22334000.0,72968000,12633000.0,75845000.0,-88083000.0,-212415000.0,0,,-10082000.0
STBA,2016-12-31,-3560000.0,22424000.0,396418000.0,,,-26784000.0,-8784000.0,3628000.0,96805000.0,,-115000.0,40087000.0,71392000,1770000.0,559935000.0,190416000.0,-616653000.0,0,,-39252000.0
OPRT,2019-12-31,-8875000.0,127591000.0,,-7128000.0,,,,9201000.0,218374000.0,,,6966000.0,61598000,22212000.0,286272000.0,224681000.0,-497680000.0,0,61591000.0,
OPRT,2018-12-31,-14559000.0,33037000.0,,-6889000.0,,,,8323000.0,138374000.0,,,35020000.0,123394000,-22991000.0,368073000.0,369289000.0,-471427000.0,0,61591000.0,
OPRT,2017-12-31,-8548000.0,120364000.0,,-3453000.0,,,,7489000.0,139118000.0,,,26418000.0,-10206000,21824000.0,230688000.0,239840000.0,-343388000.0,0,61591000.0,
OPRT,2016-12-31,-10656000.0,47402000.0,,-2384000.0,,,,5678000.0,113902000.0,,,26056000.0,50858000,9648000.0,221913000.0,228553000.0,-309759000.0,0,61591000.0,
ECPG,2019-12-31,-39602000.0,98378000.0,-28983000.0,,,,6822000.0,41029000.0,244733000.0,12287000.0,,34917000.0,167869000,25379000.0,-19770000.0,9213000.0,-202333000.0,-62244000,,
ECPG,2018-12-31,-67475000.0,25414000.0,-270825000.0,,,,-8634000.0,41228000.0,186791000.0,-10373000.0,,-54721000.0,115886000,-35626000.0,166377000.0,437202000.0,-397516000.0,15605000,,
ECPG,2017-12-31,-28126000.0,29758000.0,-57833000.0,,,,8794000.0,39977000.0,123818000.0,12470000.0,,62374000.0,83228000,-4101000.0,378217000.0,436050000.0,-452131000.0,1655000,,
ECPG,2016-12-31,-51542000.0,11402000.0,-37751000.0,,,,25479000.0,34868000.0,130332000.0,-8624000.0,,-3828000.0,76570000,-20364000.0,43253000.0,81004000.0,-168789000.0,2439000,,
RTIX,2019-12-31,-14426000.0,195349000.0,-826000.0,-9013000.0,-14219000.0,,,22675000.0,-9456000.0,-56000.0,-273000.0,-5341000.0,-211642000,6368000.0,120296000.0,121000000.0,-116125000.0,1026000,395000.0,
RTIX,2018-12-31,-11042000.0,15338000.0,-1039000.0,-10829000.0,-11957000.0,,,14579000.0,17252000.0,-40000.0,-478000.0,-11432000.0,-3123000,3209000.0,4093000.0,3254000.0,-32737000.0,10035000,2356000.0,
RTIX,2017-12-31,-12301000.0,-6163000.0,-317000.0,5116000.0,1610000.0,,,14233000.0,5788000.0,224000.0,-3474000.0,8532000.0,6906000,-4978000.0,-35731000.0,-37000000.0,38251000.0,-10936000,5060000.0,
RTIX,2016-12-31,-15337000.0,16141000.0,-458000.0,4756000.0,-15369000.0,,,16510000.0,15323000.0,200000.0,-3474000.0,1235000.0,-14399000,1101000.0,3664000.0,4065000.0,-17952000.0,6583000,57000.0,
SUI,2019-12-31,,-2075000.0,-26651000.0,2988000.0,-44322000.0,-276697000.0,-13580000.0,307276000.0,476734000.0,411000.0,,-27432000.0,161553000,48326000.0,505880000.0,368446000.0,-1010457000.0,0,440782000.0,-16272000.0
SUI,2018-12-31,,21696000.0,-8259000.0,-2299000.0,-39514000.0,-242813000.0,4096000.0,268671000.0,363114000.0,-523000.0,,38753000.0,107229000,4098000.0,409905000.0,37437000.0,-733743000.0,0,623540000.0,-84027000.0
SUI,2017-12-31,,443000.0,-21866000.0,-26193000.0,-33031000.0,-224483000.0,-1303000.0,250705000.0,257983000.0,298000.0,,-1804000.0,72183000,-9034000.0,141557000.0,2190000.0,-401642000.0,0,487677000.0,-84027000.0
SUI,2016-12-31,,-2301000.0,-26636000.0,-20933000.0,30880000.0,-193740000.0,2605000.0,212699000.0,241455000.0,-73000.0,,-34160000.0,26315000,-7365000.0,1338970000.0,808812000.0,-1614512000.0,0,750534000.0,500000.0
HY,2019-12-31,-49700000.0,22300000.0,-800000.0,-9600000.0,-37900000.0,-21000000.0,,43300000.0,76700000.0,-2200000.0,,-19100000.0,35800000,19000000.0,-51600000.0,-29800000.0,-42000000.0,1900000,,
HY,2018-12-31,-38800000.0,23400000.0,-1500000.0,58000000.0,-125400000.0,-20400000.0,,44000000.0,67600000.0,-5500000.0,,-136400000.0,34700000,7900000.0,-87600000.0,-65700000.0,-110900000.0,23300000,,
HY,2017-12-31,-41000000.0,16100000.0,-5100000.0,-44000000.0,-43600000.0,-19800000.0,,42800000.0,164700000.0,6400000.0,,176900000.0,48600000,18300000.0,53100000.0,78000000.0,-47300000.0,125100000,,
HY,2016-12-31,-42700000.0,-19300000.0,-1900000.0,-27500000.0,-14900000.0,-19200000.0,,39100000.0,-48900000.0,4200000.0,,-111900000.0,42800000,-16400000.0,77900000.0,99000000.0,-145100000.0,-53800000,,
DZSI,2019-12-31,-2314000.0,9502000.0,-3099000.0,-29034000.0,4802000.0,,,5115000.0,-22702000.0,-381000.0,,-2013000.0,-13457000,-6834000.0,28044000.0,-11989000.0,-6974000.0,6540000,43132000.0,
DZSI,2018-12-31,-1182000.0,3320000.0,-3099000.0,-22462000.0,-9359000.0,,,2702000.0,-12218000.0,-1369000.0,,4236000.0,2767000,-346000.0,19003000.0,18089000.0,-1180000.0,11160000,914000.0,
DZSI,2017-12-31,-1072000.0,2098000.0,-3099000.0,-4507000.0,6233000.0,,,3817000.0,1902000.0,1701000.0,,6869000.0,1071000,-3234000.0,1508000.0,1387000.0,1758000.0,-3576000,121000.0,
DZSI,2016-12-31,-1311000.0,2513000.0,-3099000.0,-2350000.0,-1835000.0,,,3173000.0,3496000.0,-464000.0,,10684000.0,-15326000,12833000.0,2733000.0,2733000.0,4919000.0,4488000,121000.0,
JCI,2019-09-30,-586000000.0,-3527000000.0,-193000000.0,-312000000.0,-72000000.0,-920000000.0,12625000000.0,825000000.0,1202000000.0,-120000000.0,-5983000000.0,2621000000.0,5674000000,-220000000.0,-10554000000.0,-3629000000.0,12078000000.0,56000000,171000000.0,25000000.0
JCI,2018-09-30,-645000000.0,-917000000.0,-92000000.0,-475000000.0,-103000000.0,-954000000.0,-387000000.0,824000000.0,2516000000.0,-106000000.0,-300000000.0,-132000000.0,2162000000,-170000000.0,-3752000000.0,-2472000000.0,1196000000.0,340000000,66000000.0,-1000000.0
JCI,2017-09-30,-760000000.0,-1254000000.0,-881000000.0,-225000000.0,-51000000.0,-702000000.0,-657000000.0,919000000.0,100000000.0,54000000.0,-651000000.0,-322000000.0,1611000000,-17000000.0,-1352000000.0,725000000.0,-1247000000.0,-130000000,157000000.0,-21000000.0
JCI,2016-09-30,-1249000000.0,-283000000.0,-358000000.0,-344000000.0,1000000.0,-915000000.0,-7000000.0,622000000.0,1908000000.0,12000000.0,-501000000.0,26000000.0,-868000000,289000000.0,-946000000.0,758000000.0,-887000000.0,411000000,70000000.0,-48000000.0
TER,2019-12-31,-134642000.0,42337000.0,-27615000.0,-70440000.0,-27408000.0,-61305000.0,2912000.0,120655000.0,578750000.0,-569000.0,-514741000.0,-152828000.0,467468000,-28870000.0,-574349000.0,,-156660000.0,88592000,29312000.0,39870000.0
TER,2018-12-31,-114379000.0,75407000.0,-13571000.0,-17938000.0,-29498000.0,-67322000.0,9046000.0,113224000.0,476881000.0,439000.0,-843501000.0,496909000.0,451779000,-62736000.0,-903421000.0,,923010000.0,27072000,20973000.0,1197817000.0
TER,2017-12-31,-105375000.0,77640000.0,-1050000.0,-80584000.0,44960000.0,-55447000.0,5064000.0,108075000.0,626495000.0,3454000.0,-213185000.0,121959000.0,257692000,-3648000.0,-245189000.0,,-262801000.0,48558000,24493000.0,-162490000.0
TER,2016-12-31,-85272000.0,329639000.0,-38481000.0,18325000.0,34263000.0,-48619000.0,5051000.0,120009000.0,455197000.0,3454000.0,-155729000.0,43179000.0,-43421000,-25238000.0,228444000.0,,-640462000.0,3186000,20473000.0,-560241000.0
IONS,2019-12-31,-30905000.0,165008000.0,-63002000.0,-47674000.0,-5411000.0,,,15994000.0,345720000.0,,-53634000.0,404467000.0,294146000,-20071000.0,100021000.0,97000000.0,-41274000.0,-135626000,119657000.0,-4992000.0
IONS,2018-12-31,-13608000.0,-217961000.0,-63002000.0,47595000.0,1400000.0,,,12528000.0,602888000.0,,-53634000.0,149190000.0,273741000,-42254000.0,475865000.0,97000000.0,-929563000.0,493599000,475865000.0,-911911000.0
IONS,2017-12-31,-34764000.0,95874000.0,158401000.0,45088000.0,-2493000.0,,,8349000.0,174149000.0,,-53634000.0,44945000.0,346000,-28838000.0,229087000.0,-23982000.0,-358291000.0,31966000,94668000.0,-320434000.0
IONS,2016-12-31,-7107000.0,91894000.0,1043000.0,-96687000.0,-590000.0,,,9033000.0,-112105000.0,,-53634000.0,-44112000.0,-60400000,14444000.0,11394000.0,-3066000.0,56599000.0,-95983000,13417000.0,68127000.0
HIHO,2019-03-31,-695000.0,663000.0,,-41000.0,878000.0,-1244000.0,,261000.0,-437000.0,-23000.0,,-2440000.0,-630000,-1668000.0,-1244000.0,,-736000.0,270000,,
HIHO,2018-03-31,-271000.0,52000.0,,1246000.0,-580000.0,-1031000.0,,319000.0,2388000.0,24000.0,,1239000.0,1550000,869000.0,-1031000.0,,-142000.0,-1507000,,
HIHO,2017-03-31,-197000.0,99000.0,,858000.0,-834000.0,-1126000.0,,266000.0,2224000.0,-4000.0,,888000.0,527000,389000.0,-1135000.0,,-197000.0,1040000,,
HIHO,2016-03-31,-524000.0,155000.0,,-1378000.0,687000.0,-1364000.0,,317000.0,1256000.0,-15000.0,,-587000.0,1251000,412000.0,-1364000.0,,-464000.0,-291000,,
JCOM,2019-12-31,-70588000.0,-15767000.0,-33655000.0,-30680000.0,,-43533000.0,,253451000.0,412539000.0,2180000.0,-20803000.0,366141000.0,218806000,-31192000.0,456695000.0,544900000.0,-505273000.0,6074000,9786000.0,-19296000.0
JCOM,2018-12-31,-56379000.0,99931000.0,-4001000.0,4034000.0,,-81679000.0,,187174000.0,401325000.0,-4821000.0,-47102000.0,-141471000.0,128687000,14691000.0,-131362000.0,-2204000.0,-406613000.0,-23229000,3624000.0,-37135000.0
JCOM,2017-12-31,-39595000.0,-2955000.0,-21206000.0,-37546000.0,,-73469000.0,,162041000.0,264419000.0,9243000.0,-9850000.0,226995000.0,139425000,4853000.0,111823000.0,214981000.0,-158490000.0,-33175000,1367000.0,-4000.0
JCOM,2016-12-31,-24746000.0,10174000.0,-19053000.0,-30687000.0,,-65835000.0,,122091000.0,282387000.0,-6258000.0,-56496000.0,-131580000.0,152439000,-19627000.0,41150000.0,178710000.0,-448859000.0,2150000,3824000.0,160899000.0
BANR,2019-12-31,-24700000.0,-15046000.0,272625000.0,,,-20659000.0,7054000.0,30483000.0,148874000.0,,-55837000.0,35539000.0,146278000,-12841000.0,29779000.0,-130935000.0,-143114000.0,0,,126202000.0
BANR,2018-12-31,-23094000.0,-132421000.0,503814000.0,,,-42751684.0,-16925000.0,25220000.0,30775000.0,,-35955000.0,10996000.0,136515000,1461000.0,956439000.0,547860000.0,-976218000.0,0,,-502348000.0
BANR,2017-12-31,-12244000.0,258462000.0,222334000.0,,,-32577000.0,2426000.0,25097000.0,346702000.0,,-32675000.0,13481000.0,60776000,2367000.0,60066000.0,-63834000.0,-393287000.0,0,,-123276000.0
BANR,2016-12-31,-16239000.0,-182834000.0,66346000.0,,,-28282000.0,6258000.0,24536000.0,-75818000.0,,-51642000.0,-14198000.0,85385000,-2905000.0,-84827000.0,-71249000.0,146447000.0,0,,268839000.0
SAVE,2019-12-31,-455349000.0,149340000.0,2709000.0,-26147000.0,,,,155326000.0,551321000.0,,-5439000.0,-25776000.0,335255000,-136807000.0,-120168000.0,-117439000.0,-456929000.0,23998000,1000.0,-1580000.0
SAVE,2018-12-31,-793625000.0,166009000.0,-6864000.0,1674000.0,,,,129412000.0,506463000.0,,-1162000.0,203884000.0,155749000,-107127000.0,481129000.0,489104000.0,-783708000.0,43587000,51000.0,-1483000.0
